text1,text2,score
I am studying for exams,I am reading a book,0.71
I am happy,I am studying for exams,0.24
I am happy,I love listening to music,0.43
I am tired,I feel excited,0.95
I feel nervous,I am sad,0.62
The weather is cold,I feel excited,0.21
It might snow today,The food tastes great,0.15
The weather is cold,It is raining today,0.87
I am going to the gym,The food tastes great,0.43
The bed is comfortable,It is cloudy today,0.03
It might snow today,I am a bit upset,0.16
It is humid today,The weather is cold,0.78
I am feeling great,The bed is comfortable,0.37
I feel excited,I feel nervous,0.98
It is humid today,It might snow today,0.93
It is raining today,The food tastes great,0.5
The movie was boring,I am happy,0.4
I am a bit upset,The weather is hot,0.18
I am a bit upset,I am going to the gym,0.35
I am scared,I feel nervous,0.9
I am feeling great,It is humid today,0.27
The movie was boring,The food tastes great,0.57
I am reading a book,It is raining today,0.49
I am scared,I am happy,0.81
I am playing football,I love listening to music,0.34
It is sunny today,I am feeling great,0.46
The computer is running,The movie was boring,0.79
I am studying for exams,I am studying for exams,0.93
The computer is running,The weather is hot,0.47
I am reading a book,I am studying for exams,0.65
The weather is hot,It is raining today,0.51
I feel nervous,I am scared,0.86
It is windy today,It is windy today,0.54
I feel excited,It is cloudy today,0.06
The weather is cold,The food tastes great,0.13
I am going to the gym,I am tired,0.11
The food tastes great,I am coding a project,0.5
It is raining today,I am tired,0.27
I am scared,I am coding a project,0.38
I love listening to music,I am a bit upset,0.49
I am reading a book,The weather is hot,0.47
I am feeling great,I feel nervous,0.52
I am going to the gym,The food tastes great,0.02
The movie was boring,I am learning something new,0.65
I am learning something new,The movie was boring,0.53
I am cooking dinner,The food tastes great,0.43
It might snow today,It is windy today,0.68
I feel excited,The computer is running,0.19
It is windy today,It might snow today,0.93
I am cleaning my room,I am playing football,0.7
I am reading a book,I am reading a book,0.61
I am reading a book,I am coding a project,0.53
I am watching a movie,I am playing football,0.56
I feel nervous,I am a bit upset,0.73
I am going to the gym,I am feeling great,0.14
I am learning something new,The computer is running,0.78
It is sunny today,It is windy today,0.98
The movie was boring,I love listening to music,0.76
I am happy,I feel excited,0.51
I am a bit upset,The weather is hot,0.44
I am coding a project,I am reading a book,0.89
I love listening to music,I am learning something new,0.86
It is windy today,It is raining today,0.75
I am sad,The food tastes great,0.31
I am cleaning my room,It might snow today,0.17
I am playing football,The computer is running,0.1
The bed is comfortable,The movie was boring,0.78
The weather is hot,I am cleaning my room,0.33
I am tired,The movie was boring,0.32
The movie was boring,I love listening to music,0.8
The computer is running,I am playing football,0.27
I love listening to music,The food tastes great,0.63
The bed is comfortable,The food tastes great,0.63
The computer is running,I am happy,0.35
The weather is hot,It is humid today,0.74
I am coding a project,I am coding a project,0.85
The movie was boring,The bed is comfortable,0.54
It is sunny today,It is humid today,0.53
The movie was boring,The computer is running,0.76
I am watching a movie,It is sunny today,0.01
It is humid today,It might snow today,0.56
I am scared,I am cleaning my room,0.44
I love listening to music,The weather is hot,0.21
The computer is running,The computer is running,0.86
I love listening to music,The bed is comfortable,0.79
I am playing football,I am cooking dinner,0.57
I am reading a book,I am watching a movie,0.93
The weather is hot,I feel nervous,0.49
I love listening to music,I am learning something new,0.82
It is humid today,It is raining today,0.58
The movie was boring,I am playing football,0.35
The computer is running,The computer is running,0.64
It is windy today,It is cloudy today,0.6
The movie was boring,I feel excited,0.12
The weather is hot,It is windy today,0.72
I am feeling great,I feel excited,0.55
I am learning something new,I am tired,0.06
It is cloudy today,I am watching a movie,0.07
I am tired,I am tired,0.54
I am a bit upset,It is raining today,0.29
I love listening to music,The computer is running,0.65
It is raining today,It is raining today,0.51
I am watching a movie,I feel excited,0.41
It is cloudy today,It is humid today,0.5
It is windy today,The weather is cold,0.6
It is windy today,I am happy,0.46
I am playing football,I am watching a movie,0.95
I am playing football,I am reading a book,0.88
It might snow today,I am coding a project,0.24
I am happy,I am scared,0.76
I love listening to music,The computer is running,0.98
I feel excited,I am scared,0.97
The weather is hot,The weather is hot,0.87
I am reading a book,I am scared,0.13
I am studying for exams,I am studying for exams,0.93
I love listening to music,It might snow today,0.13
I am watching a movie,I am cleaning my room,0.77
The weather is hot,I am cooking dinner,0.23
It is sunny today,I am playing football,0.37
The computer is running,I am a bit upset,0.25
It is raining today,The weather is hot,0.51
I am tired,I feel nervous,0.68
It might snow today,I am tired,0.3
The weather is cold,The weather is hot,0.72
The movie was boring,The food tastes great,0.87
It is sunny today,It is sunny today,0.56
I am cooking dinner,I am reading a book,0.57
I am studying for exams,It is raining today,0.07
The food tastes great,The food tastes great,0.57
The movie was boring,It is cloudy today,0.49
I am tired,The food tastes great,0.31
I am coding a project,It is raining today,0.07
I am learning something new,I love listening to music,0.57
I love listening to music,It is windy today,0.42
I feel excited,I feel nervous,0.73
The movie was boring,It is windy today,0.37
I am studying for exams,I am happy,0.39
I am cooking dinner,It is cloudy today,0.03
I am feeling great,I am a bit upset,0.56
I am sad,It is humid today,0.44
It is raining today,It might snow today,0.75
It is raining today,I am studying for exams,0.02
I am cleaning my room,The weather is hot,0.08
It is humid today,I feel nervous,0.46
I am coding a project,I am scared,0.35
I am watching a movie,It is humid today,0.14
I am sad,I am playing football,0.38
I am playing football,It is windy today,0.47
I feel nervous,The weather is cold,0.5
I am a bit upset,I am tired,0.97
I feel excited,I feel nervous,0.76
I am cooking dinner,I am playing football,0.66
I am a bit upset,The weather is hot,0.28
I am reading a book,I am happy,0.32
It is windy today,It is sunny today,0.71
The weather is hot,It is raining today,0.78
I am tired,It is humid today,0.41
It is windy today,It is sunny today,0.73
It might snow today,I am cooking dinner,0.38
The computer is running,I am sad,0.43
It is raining today,The weather is cold,0.72
I am happy,I am sad,0.74
I am watching a movie,The weather is hot,0.08
The weather is hot,I feel excited,0.5
I am watching a movie,I am tired,0.05
I am reading a book,I am watching a movie,0.94
I am a bit upset,The food tastes great,0.21
I am feeling great,I feel excited,0.98
I am watching a movie,I am going to the gym,0.95
I am tired,The movie was boring,0.05
It is humid today,The weather is cold,0.66
The bed is comfortable,The computer is running,0.88
I am sad,It is cloudy today,0.41
The weather is cold,I am happy,0.33
I love listening to music,I am scared,0.33
It is cloudy today,I am coding a project,0.03
It is humid today,It is sunny today,0.71
I am happy,It is cloudy today,0.07
I am learning something new,The food tastes great,0.58
I am feeling great,I am a bit upset,0.55
I am going to the gym,It is windy today,0.45
I feel excited,I am learning something new,0.35
The food tastes great,I am happy,0.23
I am playing football,I am playing football,0.76
It might snow today,The weather is hot,0.5
I am cleaning my room,I am reading a book,0.75
The movie was boring,I am cooking dinner,0.25
It is cloudy today,I am reading a book,0.08
I feel excited,I am feeling great,0.94
I am happy,It is raining today,0.3
I am sad,I am happy,0.99
It is raining today,It is raining today,0.82
I am reading a book,I am watching a movie,0.76
I am watching a movie,I am tired,0.18
It is windy today,It might snow today,0.59
I am studying for exams,I am scared,0.14
The food tastes great,The food tastes great,0.81
It is windy today,I am reading a book,0.42
It is humid today,I am playing football,0.19
The food tastes great,It is windy today,0.39
It is sunny today,The food tastes great,0.05
I am sad,I am a bit upset,0.88
The bed is comfortable,The movie was boring,0.58
It might snow today,It is cloudy today,0.88
I am reading a book,I am coding a project,0.54
I am coding a project,It is humid today,0.25
The weather is cold,I am watching a movie,0.05
It is cloudy today,It is sunny today,0.84
The bed is comfortable,It might snow today,0.06
I am watching a movie,I am reading a book,0.69
I am cleaning my room,I am watching a movie,0.74
I feel excited,It might snow today,0.03
It is raining today,I am happy,0.16
I am a bit upset,The computer is running,0.31
I am cooking dinner,I am reading a book,0.86
It is humid today,It is raining today,0.8
I am scared,I feel excited,0.68
I love listening to music,I love listening to music,0.72
The weather is cold,I am playing football,0.18
I am scared,I feel excited,0.96
It is raining today,I am reading a book,0.23
I am playing football,The movie was boring,0.03
I love listening to music,It might snow today,0.46
It is raining today,It is cloudy today,0.74
I am feeling great,I am scared,0.89
It is windy today,It is raining today,0.54
I am scared,I am sad,0.76
I am sad,I feel nervous,0.76
The computer is running,I am reading a book,0.13
I am going to the gym,I am watching a movie,0.88
It is humid today,The bed is comfortable,0.16
I am happy,The movie was boring,0.13
It is cloudy today,The computer is running,0.42
I am feeling great,I am tired,0.91
It is windy today,I am cooking dinner,0.48
I am happy,I am coding a project,0.11
The bed is comfortable,I feel excited,0.02
The weather is hot,It might snow today,0.84
